Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Asher Agbinone,Crystal Palace,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.02,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-2025
Ashley Young,Everton,1875.0,1.0,3.0,4.0,1.0,0.0,0.0,24.0,90.0,32.0,7.0,0.0,0.3,0.3,2.3,2.6,6.0,3.0,0.04,0.7,0.7,337.0,380.0,272.0,357.0,92.0,214.0,2.9,0.7,26.0,78.0,25.0,14.0,47.0,6.0,58.0,25.0,33.0,35.0,57.0,4.0,10.0,25.0,64.0,2.0,305.0,9.0,20.0,7.0,487.0,26.0,1.0,11.0,1.0,1.34,21.0,22.0,21.0,26.3,0.01,-0.31,30.0,22.0,0.0,0.0,0.0,0.0,75.0,10.0,11.0,2024-2025
Axel Disasi,Chelsea,364.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,16.0,2.0,1.0,0.0,0.3,0.3,0.1,0.4,2.0,1.0,0.14,0.7,0.7,136.0,144.0,117.0,126.0,9.0,13.0,0.1,-0.1,2.0,20.0,2.0,0.0,2.0,0.0,7.0,5.0,4.0,6.0,11.0,1.0,3.0,2.0,11.0,1.0,40.0,2.0,1.0,1.0,196.0,3.0,0.0,1.0,3.0,2.17,5.0,3.0,9.5,6.3,-0.07,0.28,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,2024-2025
Axel Tuanzebe,Ipswich Town,1710.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,61.0,15.0,5.0,0.0,0.2,0.2,0.3,0.5,4.0,0.0,0.05,-0.2,-0.2,380.0,416.0,260.0,314.0,28.0,49.0,0.3,0.7,5.0,63.0,6.0,1.0,19.0,2.0,31.0,21.0,19.0,17.0,26.0,10.0,11.0,23.0,56.0,1.0,145.0,8.0,10.0,4.0,402.0,7.0,1.0,11.0,1.0,0.64,17.0,37.0,17.0,31.3,0.32,0.51,17.0,12.0,0.0,0.0,0.0,1.0,49.0,22.0,18.0,2024-2025
Ayden Heaven,Manchester Utd,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.1,0.1,0.0,0.2,2.0,0.0,0.07,-0.1,-0.1,35.0,39.0,51.0,56.0,3.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,9.0,0.0,10.0,2.0,4.0,2.0,95.0,1.0,0.0,3.0,1.0,1.75,1.0,1.0,3.3,1.7,0.28,0.91,4.0,4.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,2024-2025
Bart Verbruggen,Brighton,3240.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,287.0,289.0,476.0,484.0,242.0,528.0,0.0,1.0,1.0,20.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29.0,5.0,0.0,0.0,2.0,2.0,955.0,1.0,1.0,2.0,0.0,1.53,61.0,58.0,55.2,52.7,-1.92,-0.75,0.0,2.0,0.0,0.0,0.0,0.0,59.0,10.0,1.0,2024-2025
Ben Brereton,Southampton,449.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,42.0,1.0,0.0,0.9,0.9,0.1,1.0,11.0,1.0,0.08,-0.9,-0.9,83.0,95.0,36.0,53.0,7.0,11.0,0.1,-0.1,3.0,9.0,2.0,1.0,9.0,0.0,3.0,0.0,2.0,1.0,9.0,1.0,1.0,0.0,4.0,0.0,112.0,20.0,4.0,1.0,136.0,13.0,4.0,9.0,4.0,0.2,2.0,10.0,5.0,11.0,-0.03,0.2,4.0,8.0,1.0,0.0,0.0,0.0,16.0,9.0,7.0,2024-2025
Ben Chilwell,Crystal Palace,259.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,8.0,15.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,3.0,0.05,0.8,0.8,48.0,55.0,36.0,45.0,6.0,18.0,0.9,-0.8,5.0,7.0,3.0,0.0,8.0,0.0,7.0,4.0,6.0,1.0,5.0,2.0,4.0,6.0,16.0,0.0,42.0,3.0,6.0,2.0,68.0,2.0,1.0,4.0,2.0,2.0,6.0,4.0,4.3,2.7,0.75,0.27,2.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,4.0,2024-2025
Ben Davies,Tottenham,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,52.0,6.0,5.0,0.0,0.3,0.3,0.2,0.5,5.0,1.0,0.06,-0.3,-0.3,302.0,335.0,501.0,530.0,77.0,124.0,0.5,-0.2,2.0,47.0,2.0,0.0,8.0,0.0,17.0,8.0,11.0,9.0,17.0,19.0,9.0,12.0,81.0,1.0,48.0,13.0,1.0,1.0,664.0,10.0,0.0,5.0,0.0,1.0,22.0,26.0,19.0,25.5,-0.4,-0.53,17.0,7.0,0.0,0.0,0.0,0.0,41.0,52.0,44.0,2024-2025
Ben Godfrey,Ipswich Town,159.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,30.0,33.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,9.0,1.0,0.0,0.0,33.0,2.0,0.0,2.0,1.0,0.0,1.0,10.0,1.4,5.7,-4.07,-1.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2024-2025
Ben Johnson,Ipswich Town,1354.0,1.0,2.0,3.0,1.0,0.0,0.0,16.0,27.0,33.0,5.0,0.0,1.1,1.1,1.3,2.3,7.0,3.0,0.15,-0.1,-0.1,170.0,197.0,101.0,135.0,24.0,49.0,0.9,0.7,12.0,22.0,3.0,2.0,24.0,5.0,38.0,23.0,22.0,20.0,41.0,5.0,17.0,13.0,54.0,1.0,163.0,12.0,24.0,8.0,259.0,12.0,3.0,23.0,17.0,0.74,17.0,36.0,12.8,36.7,-0.09,-0.96,27.0,6.0,1.0,0.0,0.0,0.0,57.0,19.0,18.0,2024-2025
Ben Mee,Brentford,183.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.0,38.0,51.0,60.0,8.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,4.0,7.0,0.0,11.0,3.0,0.0,0.0,78.0,1.0,1.0,0.0,0.0,1.86,1.0,4.0,2.9,2.7,-1.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,2024-2025
Ben White,Arsenal,1198.0,0.0,2.0,2.0,0.0,0.0,0.0,23.0,59.0,42.0,2.0,0.0,0.5,0.5,1.4,1.8,9.0,2.0,0.05,-0.5,-0.5,309.0,337.0,234.0,276.0,24.0,50.0,1.4,0.6,10.0,55.0,11.0,2.0,23.0,2.0,20.0,10.0,14.0,16.0,38.0,8.0,2.0,16.0,44.0,0.0,238.0,28.0,6.0,0.0,394.0,16.0,4.0,10.0,6.0,1.47,20.0,13.0,18.9,16.2,-0.61,-0.71,10.0,5.0,1.0,0.0,0.0,0.0,37.0,18.0,9.0,2024-2025
Ben Winterburn,Bournemouth,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.3,0.2,7.23,3.75,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2024-2025
Benoît Badiashile,Chelsea,334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,111.0,119.0,135.0,144.0,21.0,32.0,0.1,0.0,0.0,37.0,1.0,0.0,0.0,0.0,9.0,5.0,6.0,4.0,5.0,2.0,0.0,6.0,12.0,2.0,13.0,0.0,1.0,0.0,177.0,5.0,0.0,1.0,0.0,1.8,7.0,5.0,6.9,5.0,-0.02,-0.02,6.0,2.0,0.0,0.0,0.0,0.0,18.0,8.0,2.0,2024-2025
Bernardo Silva,Manchester City,2670.0,4.0,4.0,8.0,4.0,0.0,0.0,101.0,134.0,200.0,7.0,0.0,3.9,3.9,5.1,9.0,32.0,11.0,0.12,0.1,0.1,877.0,949.0,554.0,634.0,82.0,124.0,4.5,-1.1,53.0,87.0,40.0,7.0,92.0,8.0,56.0,17.0,37.0,25.0,56.0,7.0,29.0,23.0,32.0,3.0,876.0,141.0,61.0,28.0,1288.0,65.0,32.0,25.0,34.0,1.79,49.0,36.0,49.0,38.9,-1.36,-0.9,27.0,32.0,3.0,0.0,0.0,0.0,107.0,5.0,10.0,2024-2025
Bernd Leno,Fulham,3420.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,227.0,228.0,683.0,691.0,227.0,471.0,0.1,0.9,2.0,16.0,2.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,955.0,0.0,0.0,0.0,0.0,1.42,54.0,54.0,49.0,47.2,,,0.0,4.0,0.0,0.0,0.0,0.0,50.0,9.0,1.0,2024-2025
Beto,Everton,1534.0,8.0,0.0,8.0,8.0,0.0,0.0,15.0,16.0,77.0,2.0,0.0,8.2,8.2,1.2,9.4,49.0,23.0,0.17,-0.2,-0.2,92.0,137.0,44.0,83.0,7.0,9.0,0.5,-1.2,12.0,7.0,8.0,1.0,26.0,1.0,14.0,2.0,6.0,5.0,8.0,2.0,10.0,4.0,24.0,1.0,242.0,86.0,38.0,19.0,267.0,12.0,9.0,71.0,37.0,1.07,23.0,24.0,21.3,18.6,-0.01,0.5,33.0,23.0,16.0,0.0,0.0,0.0,40.0,99.0,105.0,2024-2025
Bilal El Khannouss,Leicester City,2182.0,2.0,3.0,5.0,2.0,0.0,0.0,73.0,128.0,89.0,4.0,0.0,1.3,1.3,4.6,5.8,30.0,7.0,0.04,0.7,0.7,372.0,434.0,306.0,381.0,101.0,170.0,3.1,-1.6,42.0,89.0,31.0,6.0,78.0,7.0,50.0,16.0,30.0,17.0,32.0,4.0,18.0,6.0,10.0,3.0,445.0,35.0,60.0,34.0,732.0,45.0,12.0,38.0,38.0,0.63,17.0,54.0,20.0,47.6,-0.8,-0.3,30.0,13.0,1.0,0.0,0.0,0.0,92.0,19.0,24.0,2024-2025
Billy Gilmour,Brighton,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.08,-0.1,-0.1,36.0,38.0,18.0,22.0,4.0,7.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.6,1.3,0.76,0.11,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2024-2025
Bobby De Cordova-Reid,Leicester City,744.0,1.0,2.0,3.0,1.0,0.0,0.0,14.0,15.0,48.0,2.0,0.0,0.8,0.8,1.2,2.0,7.0,3.0,0.11,0.2,0.2,88.0,108.0,39.0,53.0,5.0,15.0,0.2,0.8,6.0,9.0,5.0,0.0,13.0,3.0,9.0,3.0,4.0,4.0,14.0,1.0,5.0,0.0,10.0,0.0,109.0,16.0,10.0,0.0,174.0,5.0,6.0,11.0,10.0,0.65,9.0,17.0,7.1,14.6,0.34,0.17,9.0,9.0,4.0,1.0,0.0,0.0,29.0,6.0,14.0,2024-2025
Boubacar Kamara,Aston Villa,1726.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,85.0,7.0,2.0,0.0,0.8,0.8,0.9,1.7,10.0,3.0,0.08,0.2,0.2,421.0,454.0,357.0,390.0,34.0,62.0,0.8,-0.9,11.0,91.0,10.0,0.0,27.0,2.0,50.0,28.0,21.0,29.0,56.0,7.0,12.0,19.0,51.0,3.0,141.0,12.0,27.0,9.0,591.0,13.0,2.0,12.0,17.0,1.69,28.0,22.0,25.3,22.9,0.26,-0.06,30.0,35.0,0.0,0.0,0.0,0.0,87.0,21.0,26.0,2024-2025
Boubacar Traoré,Wolves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6,0.0,0.39,50.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-2025
Boubakary Soumaré,Leicester City,2171.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,105.0,23.0,8.0,0.0,0.3,0.3,0.4,0.7,7.0,0.0,0.04,-0.3,-0.3,581.0,632.0,414.0,471.0,42.0,60.0,1.0,-0.4,11.0,95.0,16.0,3.0,35.0,3.0,37.0,24.0,20.0,21.0,33.0,10.0,12.0,27.0,34.0,4.0,166.0,18.0,45.0,27.0,847.0,19.0,4.0,24.0,22.0,0.65,17.0,52.0,19.7,45.7,-0.59,-0.13,24.0,23.0,0.0,0.0,0.0,0.0,140.0,21.0,11.0,2024-2025
Brajan Gruda,Brighton,687.0,1.0,4.0,5.0,1.0,0.0,0.0,22.0,26.0,57.0,0.0,0.0,1.2,1.2,2.1,3.3,11.0,5.0,0.11,-0.2,-0.2,108.0,128.0,46.0,63.0,18.0,36.0,1.9,1.9,23.0,12.0,12.0,1.0,39.0,6.0,16.0,6.0,8.0,7.0,14.0,0.0,8.0,2.0,5.0,1.0,192.0,46.0,30.0,13.0,202.0,19.0,13.0,14.0,21.0,1.38,14.0,15.0,10.8,12.8,-0.39,-0.48,7.0,12.0,1.0,0.0,0.0,0.0,26.0,3.0,5.0,2024-2025
Brandon Austin,Tottenham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,7.0,9.0,9.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,2.5,-1.0,-1.49,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2024-2025
Brennan Johnson,Tottenham,2177.0,11.0,3.0,14.0,11.0,0.0,0.0,60.0,71.0,197.0,5.0,0.0,10.4,10.4,2.3,12.7,54.0,20.0,0.19,0.6,0.6,274.0,341.0,144.0,191.0,11.0,34.0,2.0,0.7,19.0,25.0,35.0,6.0,46.0,7.0,39.0,9.0,26.0,16.0,34.0,3.0,22.0,4.0,14.0,0.0,475.0,125.0,44.0,19.0,544.0,23.0,35.0,26.0,17.0,1.03,40.0,38.0,39.5,38.8,0.3,0.4,27.0,26.0,12.0,2.0,0.0,0.0,63.0,7.0,20.0,2024-2025
Bruno Fernandes,Manchester Utd,3018.0,8.0,10.0,18.0,5.0,3.0,3.0,77.0,325.0,129.0,5.0,0.0,9.9,7.6,8.5,16.1,93.0,26.0,0.08,-1.9,-2.6,802.0,919.0,629.0,769.0,223.0,405.0,8.0,1.5,91.0,214.0,85.0,11.0,193.0,13.0,84.0,27.0,50.0,34.0,85.0,6.0,29.0,26.0,35.0,3.0,983.0,80.0,67.0,28.0,1542.0,65.0,14.0,43.0,43.0,1.17,41.0,43.0,48.5,45.2,1.73,1.1,32.0,40.0,2.0,0.0,0.0,0.0,213.0,22.0,28.0,2024-2025
Bruno Guimarães,Newcastle Utd,3271.0,5.0,6.0,11.0,5.0,0.0,0.0,64.0,271.0,96.0,7.0,0.0,4.3,4.3,6.1,10.4,45.0,13.0,0.1,0.7,0.7,736.0,810.0,581.0,670.0,118.0,201.0,5.4,-0.1,52.0,180.0,77.0,6.0,133.0,18.0,83.0,41.0,47.0,33.0,69.0,10.0,26.0,29.0,44.0,5.0,662.0,85.0,78.0,34.0,1400.0,46.0,15.0,56.0,76.0,1.74,68.0,44.0,61.4,42.8,2.47,0.7,65.0,108.0,2.0,0.0,0.0,0.0,188.0,18.0,19.0,2024-2025
Bryan Mbeumo,Brentford,3414.0,20.0,7.0,27.0,15.0,5.0,6.0,130.0,141.0,351.0,3.0,0.0,12.3,7.5,8.3,15.9,79.0,34.0,0.1,7.7,7.5,476.0,602.0,313.0,441.0,68.0,183.0,9.3,-1.3,70.0,63.0,59.0,19.0,144.0,20.0,49.0,18.0,31.0,21.0,35.0,3.0,23.0,14.0,55.0,1.0,998.0,168.0,111.0,52.0,1077.0,69.0,75.0,106.0,47.0,1.47,66.0,55.0,58.5,54.6,30.29,4.39,25.0,44.0,11.0,0.0,0.0,0.0,156.0,34.0,74.0,2024-2025
Bukayo Saka,Arsenal,1729.0,6.0,10.0,16.0,5.0,1.0,1.0,96.0,70.0,255.0,3.0,0.0,6.8,6.0,7.6,13.7,66.0,22.0,0.09,-0.8,-1.0,334.0,371.0,154.0,214.0,45.0,92.0,7.8,2.4,58.0,15.0,38.0,12.0,117.0,23.0,29.0,9.0,15.0,13.0,24.0,0.0,22.0,3.0,8.0,0.0,715.0,162.0,90.0,41.0,628.0,32.0,51.0,34.0,40.0,1.96,38.0,21.0,34.8,17.6,-0.07,0.46,15.0,39.0,7.0,1.0,0.0,0.0,70.0,10.0,20.0,2024-2025
Caleb Kporha,Crystal Palace,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.1,0.1,-6.95,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-2025
Caleb Okoli,Leicester City,1125.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,32.0,2.0,4.0,0.0,0.6,0.6,0.0,0.6,4.0,2.0,0.15,0.4,0.4,243.0,266.0,273.0,301.0,36.0,65.0,0.2,0.0,0.0,21.0,1.0,0.0,4.0,0.0,25.0,8.0,14.0,11.0,18.0,14.0,10.0,15.0,79.0,3.0,35.0,10.0,0.0,0.0,468.0,6.0,0.0,10.0,2.0,0.53,15.0,26.0,11.8,27.0,0.53,-0.27,16.0,9.0,0.0,0.0,0.0,0.0,44.0,23.0,21.0,2024-2025
Callum Hudson-Odoi,Nott'ham Forest,2194.0,5.0,2.0,7.0,5.0,0.0,0.0,130.0,71.0,189.0,2.0,0.0,2.5,2.5,2.7,5.2,37.0,17.0,0.07,2.5,2.5,401.0,437.0,218.0,266.0,44.0,87.0,2.6,-0.7,44.0,38.0,33.0,11.0,94.0,11.0,22.0,8.0,14.0,12.0,18.0,0.0,11.0,13.0,12.0,1.0,605.0,74.0,63.0,37.0,641.0,61.0,47.0,45.0,23.0,1.74,38.0,23.0,28.7,26.9,0.84,0.45,12.0,25.0,8.0,1.0,0.0,0.0,92.0,3.0,10.0,2024-2025
Callum Wilson,Newcastle Utd,370.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,17.0,1.0,0.0,0.4,0.4,0.1,0.5,6.0,1.0,0.06,-0.4,-0.4,22.0,27.0,13.0,16.0,0.0,0.0,0.1,-0.1,3.0,2.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,38.0,19.0,7.0,1.0,47.0,4.0,5.0,16.0,12.0,1.5,4.0,7.0,4.9,6.0,-1.44,-0.83,4.0,1.0,3.0,0.0,0.0,0.0,11.0,2.0,16.0,2024-2025
Calvin Bassey,Fulham,3074.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,116.0,15.0,7.0,0.0,1.0,1.0,0.1,1.2,14.0,4.0,0.07,0.0,0.0,821.0,862.0,941.0,1003.0,140.0,228.0,0.4,-0.1,3.0,152.0,3.0,0.0,23.0,3.0,54.0,35.0,34.0,22.0,31.0,17.0,23.0,20.0,118.0,8.0,132.0,19.0,33.0,15.0,1571.0,20.0,5.0,34.0,8.0,1.51,49.0,47.0,44.5,38.9,0.58,1.16,26.0,32.0,2.0,0.0,0.0,0.0,168.0,43.0,33.0,2024-2025
Cameron Archer,Southampton,1441.0,2.0,0.0,2.0,2.0,0.0,1.0,22.0,14.0,66.0,0.0,0.0,5.7,4.9,0.5,5.4,28.0,10.0,0.18,-3.7,-2.9,131.0,151.0,54.0,59.0,5.0,9.0,0.7,-0.5,5.0,7.0,7.0,0.0,20.0,0.0,13.0,8.0,8.0,2.0,9.0,1.0,4.0,2.0,11.0,0.0,154.0,52.0,37.0,15.0,226.0,10.0,14.0,40.0,26.0,0.26,10.0,34.0,15.7,36.6,0.14,0.11,16.0,13.0,8.0,0.0,0.0,0.0,35.0,9.0,30.0,2024-2025
Cameron Burgess,Ipswich Town,1541.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,42.0,4.0,0.0,0.0,1.1,1.1,0.5,1.6,10.0,2.0,0.11,-1.1,-1.1,259.0,285.0,295.0,340.0,64.0,127.0,0.4,1.5,7.0,47.0,4.0,0.0,14.0,3.0,17.0,14.0,12.0,9.0,11.0,15.0,5.0,14.0,128.0,3.0,48.0,24.0,0.0,0.0,430.0,4.0,0.0,3.0,0.0,0.72,19.0,37.0,16.2,33.9,0.29,-0.05,6.0,4.0,1.0,0.0,0.0,0.0,44.0,44.0,22.0,2024-2025
Caoimhín Kelleher,Liverpool,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.0,99.0,147.0,147.0,43.0,135.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,290.0,0.0,0.0,1.0,0.0,2.3,22.0,12.0,19.8,11.1,-0.25,-0.37,0.0,3.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2024-2025
Carlos Alcaraz,Southampton,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.1,0.1,0.1,0.2,26.0,11.0,0.07,0.3,0.3,96.0,112.0,95.0,107.0,24.0,37.0,0.7,1.4,13.0,20.0,18.0,3.0,33.0,6.0,11.0,5.0,5.0,3.0,11.0,2.0,7.0,5.0,10.0,0.0,156.0,19.0,18.0,9.0,211.0,21.0,2.0,14.0,13.0,1.47,12.0,9.0,8.2,11.0,0.52,-0.28,13.0,12.0,1.0,0.0,0.0,0.0,37.0,14.0,8.0,2024-2025
Carlos Baleba,Brighton,2661.0,3.0,1.0,4.0,3.0,0.0,0.0,43.0,118.0,29.0,8.0,0.0,3.1,3.1,1.3,4.4,44.0,11.0,0.07,-0.1,-0.1,544.0,591.0,487.0,528.0,94.0,148.0,1.2,-0.3,21.0,109.0,23.0,3.0,66.0,4.0,79.0,26.0,46.0,48.0,80.0,11.0,36.0,46.0,44.0,1.0,339.0,12.0,57.0,33.0,971.0,45.0,3.0,39.0,42.0,1.68,55.0,39.0,47.0,39.6,1.61,0.64,40.0,48.0,0.0,0.0,2.0,0.0,197.0,39.0,26.0,2024-2025
Carlos Forbs,Wolves,239.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,28.0,2.0,0.0,0.1,0.1,0.0,0.2,2.0,0.0,0.07,-0.1,-0.1,39.0,51.0,19.0,26.0,1.0,5.0,0.1,0.0,1.0,2.0,3.0,1.0,5.0,1.0,8.0,5.0,5.0,4.0,6.0,0.0,3.0,1.0,2.0,1.0,60.0,13.0,12.0,7.0,75.0,3.0,8.0,7.0,4.0,0.8,7.0,9.0,3.2,8.4,-0.39,-1.71,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,2024-2025
Carlos Soler,West Ham,1409.0,1.0,1.0,2.0,1.0,0.0,0.0,17.0,56.0,37.0,6.0,0.0,1.8,1.8,1.4,3.2,25.0,8.0,0.07,-0.8,-0.8,308.0,326.0,212.0,246.0,32.0,59.0,1.9,-0.4,18.0,43.0,13.0,0.0,51.0,2.0,16.0,9.0,11.0,7.0,23.0,6.0,13.0,8.0,21.0,2.0,210.0,26.0,18.0,8.0,367.0,17.0,4.0,14.0,14.0,1.16,16.0,25.0,16.8,28.2,-0.26,-0.67,26.0,19.0,0.0,0.0,0.0,0.0,64.0,10.0,12.0,2024-2025
Carlos Vinícius,Fulham,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,1.33,1.0,1.0,0.7,0.1,0.0,3.34,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
