Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Pablo Sarabia,Wolves,814.0,3.0,2.0,5.0,3.0,0.0,0.0,15.0,60.0,62.0,3.0,0.0,2.9,2.9,1.8,4.6,17.0,8.0,0.17,0.1,0.1,144.0,165.0,110.0,147.0,36.0,80.0,1.9,0.2,15.0,39.0,20.0,3.0,28.0,5.0,16.0,4.0,8.0,10.0,16.0,0.0,10.0,4.0,7.0,1.0,226.0,24.0,15.0,6.0,325.0,15.0,0.0,22.0,14.0,1.25,14.0,19.0,11.9,15.7,-0.21,-0.04,16.0,15.0,5.0,0.0,0.0,0.0,34.0,5.0,14.0,2024-2025
Pape Matar Sarr,Tottenham,1913.0,3.0,2.0,5.0,3.0,0.0,0.0,33.0,88.0,53.0,6.0,0.0,3.7,3.7,1.6,5.3,34.0,13.0,0.11,-0.7,-0.7,462.0,509.0,347.0,386.0,45.0,62.0,0.8,0.4,15.0,85.0,12.0,2.0,45.0,7.0,49.0,19.0,36.0,12.0,25.0,10.0,16.0,30.0,25.0,1.0,302.0,28.0,30.0,11.0,772.0,37.0,5.0,29.0,22.0,0.97,34.0,38.0,31.0,36.7,-0.37,-0.34,34.0,35.0,2.0,0.0,1.0,0.0,115.0,34.0,45.0,2024-2025
Patrick Dorgu,Manchester Utd,842.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,34.0,83.0,3.0,0.0,0.4,0.4,0.7,1.2,10.0,2.0,0.04,-0.4,-0.4,250.0,280.0,124.0,159.0,12.0,28.0,1.3,-0.7,12.0,23.0,11.0,2.0,24.0,1.0,31.0,15.0,24.0,16.0,23.0,0.0,11.0,4.0,23.0,2.0,244.0,32.0,13.0,3.0,354.0,17.0,7.0,12.0,10.0,0.75,7.0,11.0,12.6,9.9,-0.22,0.43,17.0,28.0,3.0,0.0,0.0,0.0,37.0,15.0,9.0,2024-2025
Patson Daka,Leicester City,736.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,8.0,36.0,0.0,0.0,1.3,1.3,0.1,1.3,15.0,4.0,0.08,-0.3,-0.3,64.0,80.0,33.0,45.0,3.0,3.0,0.1,-0.1,1.0,6.0,1.0,0.0,10.0,1.0,19.0,6.0,10.0,7.0,18.0,1.0,6.0,1.0,12.0,0.0,97.0,29.0,15.0,2.0,141.0,7.0,6.0,20.0,12.0,0.61,7.0,16.0,6.5,17.0,0.17,-0.33,15.0,19.0,3.0,0.0,0.0,0.0,18.0,10.0,28.0,2024-2025
Pau Torres,Aston Villa,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,97.0,8.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,2.0,0.06,-0.5,-0.5,521.0,547.0,602.0,644.0,79.0,148.0,0.4,-0.1,3.0,110.0,8.0,0.0,14.0,2.0,21.0,11.0,15.0,10.0,17.0,11.0,5.0,10.0,75.0,2.0,97.0,17.0,17.0,15.0,965.0,27.0,0.0,6.0,5.0,1.58,30.0,33.0,30.7,29.5,-0.78,-0.24,8.0,7.0,0.0,0.0,0.0,0.0,62.0,18.0,29.0,2024-2025
Paul Onuachu,Southampton,1050.0,4.0,1.0,5.0,4.0,0.0,0.0,7.0,13.0,40.0,4.0,0.0,3.6,3.6,0.5,4.1,34.0,15.0,0.11,0.4,0.4,84.0,134.0,45.0,70.0,12.0,19.0,0.3,0.5,8.0,13.0,2.0,0.0,9.0,1.0,7.0,1.0,2.0,3.0,7.0,2.0,5.0,1.0,16.0,1.0,163.0,67.0,26.0,8.0,214.0,5.0,2.0,50.0,36.0,0.36,11.0,26.0,10.5,23.5,0.42,0.37,28.0,16.0,10.0,0.0,0.0,0.0,19.0,93.0,59.0,2024-2025
Pedro Lima,Wolves,70.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,1.0,0.06,-0.1,-0.1,14.0,17.0,11.0,14.0,3.0,5.0,0.1,-0.1,2.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,28.0,3.0,3.0,1.0,22.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.4,0.7,-2.22,1.31,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2024-2025
Pedro Neto,Chelsea,2269.0,4.0,6.0,10.0,4.0,0.0,0.0,126.0,60.0,253.0,8.0,0.0,3.5,3.5,6.7,10.2,59.0,17.0,0.06,0.5,0.5,347.0,373.0,267.0,326.0,60.0,127.0,4.8,-0.7,46.0,30.0,37.0,23.0,90.0,9.0,23.0,9.0,9.0,9.0,21.0,2.0,12.0,9.0,6.0,0.0,735.0,116.0,104.0,34.0,746.0,57.0,45.0,45.0,30.0,1.71,40.0,25.0,39.2,28.2,0.13,-0.32,21.0,33.0,3.0,0.0,0.0,0.0,81.0,11.0,30.0,2024-2025
Pedro Porro,Tottenham,2610.0,2.0,6.0,8.0,2.0,0.0,0.0,65.0,154.0,109.0,5.0,0.0,1.6,1.6,5.0,6.6,39.0,8.0,0.04,0.4,0.4,674.0,769.0,541.0,680.0,142.0,327.0,4.6,1.0,57.0,124.0,57.0,27.0,108.0,8.0,66.0,34.0,49.0,44.0,77.0,17.0,27.0,36.0,84.0,2.0,763.0,32.0,40.0,14.0,1187.0,43.0,5.0,25.0,18.0,1.12,54.0,47.0,48.6,50.2,1.13,0.27,25.0,33.0,1.0,0.0,0.0,0.0,152.0,12.0,23.0,2024-2025
Pervis Estupiñán,Brighton,2402.0,1.0,1.0,2.0,1.0,0.0,0.0,59.0,132.0,112.0,5.0,0.0,1.2,1.2,2.1,3.3,28.0,9.0,0.04,-0.2,-0.2,782.0,839.0,451.0,540.0,74.0,158.0,2.5,-1.1,26.0,105.0,34.0,18.0,58.0,4.0,65.0,33.0,43.0,34.0,51.0,5.0,15.0,37.0,65.0,2.0,506.0,35.0,34.0,19.0,1023.0,61.0,9.0,34.0,27.0,1.57,47.0,44.0,42.6,39.6,-0.24,0.01,36.0,20.0,3.0,0.0,0.0,0.0,147.0,46.0,26.0,2024-2025
Phil Foden,Manchester City,1777.0,7.0,2.0,9.0,7.0,0.0,0.0,50.0,103.0,128.0,2.0,0.0,5.2,5.2,4.8,9.9,54.0,16.0,0.1,1.8,1.8,469.0,516.0,242.0,271.0,67.0,112.0,5.3,-2.8,43.0,41.0,39.0,6.0,88.0,9.0,13.0,5.0,5.0,7.0,18.0,1.0,12.0,9.0,7.0,1.0,681.0,83.0,43.0,14.0,722.0,30.0,17.0,36.0,31.0,1.54,30.0,24.0,31.2,28.8,-0.9,-0.86,5.0,34.0,3.0,0.0,0.0,0.0,61.0,3.0,9.0,2024-2025
Philip Billing,Bournemouth,184.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,13.0,1.0,0.0,0.6,0.6,1.1,1.7,5.0,1.0,0.11,-0.6,-0.6,43.0,51.0,19.0,27.0,4.0,15.0,1.0,-1.1,9.0,9.0,7.0,2.0,16.0,0.0,14.0,7.0,5.0,3.0,4.0,0.0,3.0,5.0,2.0,0.0,57.0,12.0,3.0,1.0,58.0,1.0,1.0,7.0,4.0,1.9,5.0,4.0,5.4,3.3,0.18,0.68,3.0,2.0,0.0,0.0,0.0,0.0,14.0,6.0,4.0,2024-2025
Radu Drăgușin,Tottenham,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37.0,2.0,1.0,0.0,0.1,0.1,0.4,0.5,5.0,1.0,0.02,-0.1,-0.1,223.0,245.0,437.0,470.0,47.0,107.0,0.2,-0.4,4.0,52.0,2.0,1.0,8.0,1.0,10.0,8.0,6.0,6.0,12.0,16.0,6.0,15.0,49.0,4.0,30.0,12.0,2.0,0.0,623.0,3.0,0.0,8.0,2.0,0.88,25.0,29.0,21.8,29.7,-0.41,-0.71,6.0,10.0,0.0,0.0,0.0,0.0,48.0,33.0,22.0,2024-2025
Raheem Sterling,Arsenal,499.0,0.0,2.0,2.0,0.0,0.0,0.0,27.0,18.0,79.0,1.0,0.0,1.4,1.4,0.5,1.9,11.0,0.0,0.13,-1.4,-1.4,103.0,117.0,43.0,57.0,3.0,4.0,0.5,1.5,8.0,4.0,9.0,2.0,19.0,3.0,9.0,1.0,4.0,5.0,10.0,0.0,3.0,1.0,4.0,0.0,209.0,38.0,30.0,10.0,201.0,11.0,15.0,13.0,14.0,2.0,12.0,4.0,9.1,4.1,0.61,0.27,12.0,8.0,4.0,0.0,0.0,0.0,16.0,1.0,3.0,2024-2025
Ramón Sosa,Nott'ham Forest,295.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,6.0,17.0,1.0,0.0,1.0,1.0,0.5,1.5,11.0,5.0,0.09,0.0,0.0,33.0,47.0,24.0,35.0,5.0,7.0,0.4,-0.5,8.0,2.0,5.0,3.0,14.0,0.0,5.0,3.0,3.0,1.0,5.0,0.0,9.0,4.0,5.0,0.0,77.0,15.0,13.0,8.0,75.0,7.0,5.0,6.0,5.0,1.58,3.0,5.0,3.5,4.6,-1.01,-0.24,6.0,8.0,3.0,0.0,0.0,0.0,25.0,4.0,7.0,2024-2025
Rasmus Højlund,Manchester Utd,2004.0,4.0,0.0,4.0,4.0,0.0,0.0,28.0,18.0,101.0,2.0,0.0,5.3,5.3,1.8,7.1,32.0,13.0,0.16,-1.3,-1.3,183.0,226.0,42.0,62.0,4.0,6.0,1.1,-1.8,16.0,14.0,5.0,1.0,34.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0,6.0,0.0,237.0,74.0,33.0,9.0,308.0,13.0,17.0,63.0,33.0,1.03,17.0,31.0,25.9,29.6,-0.88,-0.33,17.0,28.0,13.0,1.0,0.0,0.0,35.0,31.0,94.0,2024-2025
Rayan Aït-Nouri,Wolves,3109.0,4.0,7.0,11.0,4.0,0.0,0.0,89.0,108.0,176.0,7.0,0.0,2.7,2.7,5.5,8.2,36.0,10.0,0.08,1.3,1.3,897.0,959.0,435.0,499.0,48.0,118.0,4.0,1.5,46.0,77.0,30.0,10.0,91.0,12.0,89.0,52.0,57.0,43.0,70.0,6.0,36.0,26.0,75.0,2.0,685.0,96.0,137.0,63.0,1129.0,62.0,28.0,52.0,47.0,1.05,46.0,67.0,38.7,52.6,-2.34,-0.25,30.0,46.0,6.0,0.0,0.0,0.0,145.0,22.0,30.0,2024-2025
Raúl Jiménez,Fulham,2494.0,12.0,3.0,15.0,9.0,3.0,3.0,35.0,62.0,125.0,4.0,0.0,12.0,9.6,3.3,12.9,93.0,30.0,0.1,0.0,-0.6,265.0,326.0,138.0,188.0,33.0,55.0,2.1,-0.3,24.0,41.0,14.0,3.0,66.0,7.0,35.0,9.0,24.0,8.0,22.0,5.0,16.0,10.0,23.0,3.0,464.0,165.0,50.0,21.0,549.0,24.0,17.0,74.0,45.0,1.42,31.0,37.0,34.4,33.0,-0.8,0.01,39.0,41.0,15.0,1.0,0.0,0.0,80.0,91.0,99.0,2024-2025
Reece James,Chelsea,1063.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,64.0,12.0,1.0,0.0,0.4,0.4,0.7,1.1,11.0,3.0,0.04,0.6,0.6,333.0,357.0,317.0,355.0,57.0,116.0,1.2,0.3,11.0,80.0,5.0,1.0,18.0,3.0,10.0,6.0,9.0,3.0,9.0,6.0,8.0,13.0,23.0,4.0,176.0,7.0,17.0,7.0,486.0,4.0,1.0,7.0,9.0,1.63,13.0,14.0,16.6,15.9,-0.92,-0.69,8.0,11.0,0.0,0.0,0.0,0.0,66.0,23.0,9.0,2024-2025
Reiss Nelson,Fulham,487.0,1.0,1.0,2.0,1.0,0.0,0.0,45.0,35.0,63.0,1.0,0.0,1.1,1.1,1.0,2.1,12.0,6.0,0.09,-0.1,-0.1,136.0,147.0,77.0,91.0,12.0,19.0,1.0,0.0,13.0,7.0,15.0,3.0,31.0,1.0,8.0,3.0,6.0,5.0,13.0,0.0,11.0,5.0,2.0,0.0,212.0,35.0,35.0,13.0,259.0,25.0,21.0,14.0,8.0,1.64,5.0,9.0,7.6,6.2,-0.86,0.25,6.0,9.0,1.0,0.0,0.0,0.0,29.0,0.0,4.0,2024-2025
Remy Rees-Dottin,Bournemouth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.32,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Renato Veiga,Chelsea,181.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,0.05,-0.1,-0.1,45.0,51.0,55.0,61.0,13.0,21.0,0.2,0.0,0.0,6.0,1.0,0.0,1.0,0.0,9.0,6.0,6.0,4.0,12.0,1.0,2.0,1.0,2.0,0.0,27.0,3.0,5.0,3.0,85.0,5.0,1.0,1.0,0.0,2.14,2.0,2.0,2.0,3.0,-0.58,-1.12,6.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,3.0,2024-2025
Ricardo Pereira,Leicester City,388.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,0.05,-0.1,-0.1,98.0,111.0,91.0,108.0,13.0,15.0,0.1,0.0,0.0,19.0,1.0,0.0,3.0,0.0,13.0,4.0,8.0,7.0,14.0,3.0,5.0,4.0,11.0,0.0,41.0,5.0,9.0,6.0,151.0,3.0,2.0,3.0,1.0,0.5,3.0,8.0,3.1,7.0,0.09,0.15,6.0,8.0,0.0,0.0,0.0,0.0,19.0,4.0,2.0,2024-2025
Riccardo Calafiori,Arsenal,983.0,2.0,1.0,3.0,2.0,0.0,0.0,22.0,54.0,29.0,4.0,0.0,0.9,0.9,0.3,1.1,10.0,6.0,0.09,1.1,1.1,280.0,306.0,163.0,188.0,19.0,28.0,0.7,0.7,6.0,41.0,9.0,1.0,13.0,2.0,27.0,15.0,19.0,18.0,29.0,6.0,6.0,9.0,25.0,0.0,229.0,30.0,13.0,9.0,308.0,15.0,3.0,12.0,5.0,2.05,27.0,12.0,20.6,10.4,0.63,0.37,16.0,6.0,3.0,0.0,0.0,0.0,35.0,22.0,14.0,2024-2025
Richarlison,Tottenham,504.0,4.0,1.0,5.0,4.0,0.0,0.0,8.0,11.0,22.0,2.0,0.0,3.7,3.7,0.9,4.6,17.0,7.0,0.22,0.3,0.3,31.0,45.0,19.0,32.0,6.0,9.0,0.6,0.1,4.0,8.0,4.0,2.0,8.0,1.0,5.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,64.0,29.0,16.0,1.0,89.0,8.0,3.0,9.0,8.0,0.93,11.0,9.0,8.4,7.3,0.45,0.35,7.0,13.0,3.0,0.0,0.0,0.0,11.0,10.0,23.0,2024-2025
Rico Henry,Brentford,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,29.0,13.0,17.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,16.0,1.0,3.0,0.0,30.0,1.0,0.0,3.0,2.0,2.0,4.0,3.0,2.2,2.0,0.69,0.15,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2024-2025
Rico Lewis,Manchester City,1893.0,1.0,2.0,3.0,1.0,0.0,0.0,39.0,107.0,78.0,5.0,0.0,1.4,1.4,0.3,1.7,10.0,2.0,0.14,-0.4,-0.4,721.0,762.0,438.0,466.0,28.0,44.0,1.0,1.7,7.0,92.0,14.0,0.0,31.0,3.0,30.0,13.0,19.0,13.0,21.0,7.0,21.0,13.0,45.0,1.0,477.0,46.0,21.0,9.0,865.0,41.0,8.0,20.0,19.0,1.82,41.0,27.0,37.0,27.2,-0.16,-0.16,12.0,34.0,0.0,0.0,0.0,0.0,95.0,6.0,14.0,2024-2025
Robert Sánchez,Chelsea,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,208.0,209.0,458.0,474.0,201.0,553.0,0.0,-0.1,2.0,26.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,10.0,0.0,0.0,0.0,0.0,881.0,0.0,0.0,0.0,0.0,1.88,52.0,34.0,53.8,38.5,0.06,-0.39,2.0,4.0,0.0,0.0,2.0,0.0,43.0,12.0,0.0,2024-2025
Robin Olsen,Aston Villa,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,11.0,32.0,32.0,22.0,58.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.75,2.0,6.0,2.5,5.5,-1.9,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Rodri,Manchester City,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,31.0,32.0,25.0,28.0,7.0,7.0,0.1,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,1.0,0.0,39.0,2.0,0.0,0.0,0.0,2.33,2.0,1.0,2.2,0.3,0.51,1.86,1.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2024-2025
Rodrigo Bentancur,Tottenham,1645.0,2.0,0.0,2.0,2.0,0.0,0.0,28.0,100.0,34.0,9.0,0.0,1.3,1.3,0.4,1.7,22.0,5.0,0.06,0.7,0.7,450.0,496.0,425.0,459.0,47.0,63.0,1.0,-0.4,10.0,109.0,13.0,2.0,45.0,3.0,40.0,19.0,22.0,19.0,40.0,8.0,17.0,40.0,38.0,1.0,216.0,24.0,19.0,9.0,764.0,24.0,5.0,19.0,20.0,1.04,26.0,26.0,30.1,26.4,0.05,0.62,34.0,10.0,1.0,0.0,0.0,0.0,121.0,36.0,30.0,2024-2025
Rodrigo Gomes,Wolves,810.0,2.0,0.0,2.0,2.0,0.0,0.0,23.0,27.0,81.0,0.0,0.0,0.7,0.7,0.9,1.6,7.0,3.0,0.1,1.3,1.3,121.0,152.0,72.0,99.0,8.0,28.0,0.7,-0.9,12.0,12.0,14.0,4.0,22.0,1.0,23.0,14.0,15.0,12.0,21.0,1.0,7.0,7.0,20.0,1.0,182.0,29.0,15.0,5.0,217.0,18.0,7.0,21.0,9.0,1.2,18.0,20.0,10.6,16.1,0.23,-0.3,4.0,6.0,0.0,0.0,0.0,0.0,28.0,8.0,17.0,2024-2025
Rodrigo Muniz,Fulham,964.0,8.0,1.0,9.0,8.0,0.0,0.0,6.0,27.0,31.0,1.0,0.0,5.8,5.8,0.7,6.5,39.0,19.0,0.15,2.2,2.2,46.0,68.0,31.0,45.0,11.0,13.0,0.2,0.3,7.0,13.0,3.0,0.0,17.0,2.0,10.0,3.0,5.0,4.0,4.0,2.0,7.0,5.0,14.0,0.0,127.0,55.0,18.0,6.0,157.0,4.0,3.0,47.0,24.0,1.55,25.0,17.0,16.9,15.2,1.04,0.15,11.0,31.0,3.0,0.0,0.0,0.0,14.0,67.0,63.0,2024-2025
Romain Esse,Crystal Palace,138.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,14.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,1.0,0.32,0.7,0.7,20.0,23.0,10.0,14.0,2.0,4.0,0.4,0.6,3.0,2.0,1.0,0.0,8.0,3.0,9.0,4.0,6.0,5.0,5.0,0.0,2.0,1.0,2.0,0.0,29.0,9.0,6.0,2.0,38.0,1.0,2.0,6.0,2.0,1.57,5.0,3.0,2.6,1.9,1.36,0.17,2.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,2024-2025
Roman Dixon,Everton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,8.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,2.4,-4.05,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2024-2025
Roméo Lavia,Chelsea,797.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,31.0,7.0,4.0,0.0,0.3,0.3,0.7,1.0,2.0,0.0,0.13,-0.3,-0.3,179.0,195.0,184.0,194.0,21.0,25.0,0.4,0.3,7.0,49.0,3.0,0.0,14.0,2.0,22.0,5.0,13.0,10.0,21.0,0.0,6.0,16.0,10.0,1.0,71.0,1.0,16.0,10.0,295.0,9.0,0.0,3.0,7.0,1.88,11.0,11.0,11.7,14.7,-0.72,-1.13,16.0,7.0,0.0,0.0,1.0,0.0,40.0,12.0,6.0,2024-2025
Ronnie Edwards,Southampton,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,-5.94,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Ross Barkley,Aston Villa,581.0,3.0,1.0,4.0,3.0,0.0,0.0,15.0,36.0,10.0,3.0,0.0,1.8,1.8,0.6,2.4,16.0,5.0,0.11,1.2,1.2,176.0,201.0,142.0,155.0,13.0,20.0,0.4,0.4,9.0,32.0,6.0,0.0,18.0,3.0,14.0,4.0,3.0,9.0,14.0,3.0,6.0,10.0,5.0,0.0,121.0,19.0,16.0,12.0,277.0,15.0,2.0,7.0,8.0,1.75,10.0,10.0,11.7,6.2,-0.22,0.84,8.0,3.0,0.0,0.0,0.0,0.0,43.0,6.0,4.0,2024-2025
Ross Stewart,Southampton,389.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,10.0,1.0,0.0,1.1,1.1,0.0,1.1,9.0,2.0,0.12,-0.1,-0.1,34.0,45.0,25.0,32.0,0.0,1.0,0.1,0.0,0.0,2.0,1.0,0.0,5.0,0.0,6.0,1.0,4.0,3.0,8.0,0.0,3.0,1.0,7.0,0.0,62.0,15.0,5.0,3.0,64.0,0.0,4.0,7.0,9.0,0.25,5.0,9.0,3.9,9.6,0.74,0.07,7.0,7.0,1.0,0.0,0.0,0.0,6.0,13.0,23.0,2024-2025
Ryan Christie,Bournemouth,2117.0,2.0,3.0,5.0,2.0,0.0,0.0,34.0,137.0,44.0,9.0,0.0,1.8,1.8,3.5,5.4,33.0,12.0,0.06,0.2,0.2,368.0,417.0,378.0,430.0,82.0,168.0,3.0,-0.5,41.0,118.0,33.0,5.0,85.0,9.0,54.0,19.0,33.0,27.0,64.0,11.0,33.0,30.0,51.0,3.0,372.0,46.0,48.0,23.0,726.0,40.0,8.0,44.0,25.0,1.52,40.0,28.0,40.8,29.9,0.51,0.14,43.0,31.0,1.0,0.0,0.0,0.0,182.0,20.0,28.0,2024-2025
Ryan Fraser,Southampton,306.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.03,0.0,0.0,43.0,46.0,28.0,40.0,3.0,10.0,0.1,-0.1,2.0,3.0,1.0,0.0,5.0,0.0,6.0,2.0,2.0,4.0,6.0,1.0,0.0,1.0,9.0,0.0,37.0,3.0,3.0,2.0,74.0,5.0,2.0,4.0,2.0,0.25,4.0,10.0,5.6,10.2,-0.2,0.02,1.0,4.0,1.0,0.0,1.0,0.0,10.0,2.0,3.0,2024-2025
Ryan Gravenberch,Liverpool,3160.0,0.0,4.0,4.0,0.0,0.0,0.0,70.0,181.0,55.0,6.0,0.0,1.1,1.1,3.1,4.2,20.0,5.0,0.06,-1.1,-1.1,917.0,991.0,680.0,737.0,64.0,104.0,3.5,0.9,26.0,151.0,35.0,2.0,68.0,6.0,69.0,27.0,35.0,32.0,56.0,10.0,25.0,60.0,59.0,2.0,512.0,26.0,81.0,37.0,1396.0,75.0,10.0,55.0,26.0,2.27,79.0,35.0,76.2,33.3,0.91,0.96,47.0,52.0,0.0,0.0,0.0,0.0,193.0,26.0,14.0,2024-2025
Ryan Manning,Southampton,1462.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,35.0,74.0,2.0,0.0,0.3,0.3,3.2,3.6,8.0,1.0,0.04,-0.3,-0.3,317.0,344.0,233.0,288.0,55.0,125.0,2.8,-2.2,34.0,33.0,12.0,8.0,50.0,3.0,28.0,16.0,17.0,14.0,26.0,11.0,9.0,17.0,47.0,0.0,321.0,22.0,36.0,11.0,483.0,13.0,4.0,17.0,5.0,0.29,12.0,35.0,14.0,35.3,0.28,0.1,19.0,32.0,0.0,0.0,0.0,0.0,65.0,15.0,6.0,2024-2025
Ryan Sessegnon,Fulham,580.0,4.0,2.0,6.0,4.0,0.0,0.0,18.0,22.0,59.0,1.0,0.0,1.6,1.6,1.1,2.7,14.0,8.0,0.12,2.4,2.4,118.0,136.0,58.0,73.0,8.0,13.0,1.1,0.9,12.0,18.0,7.0,2.0,24.0,4.0,27.0,11.0,13.0,9.0,20.0,1.0,12.0,3.0,18.0,0.0,149.0,45.0,21.0,8.0,180.0,14.0,10.0,19.0,8.0,1.56,13.0,10.0,9.3,8.1,0.56,0.18,20.0,4.0,1.0,0.0,0.0,0.0,30.0,8.0,11.0,2024-2025
